x_axis,y_axis,z_axis
137,-1385,-3.41035005819557
95,-1103,-3.70498473294758
48,-1207,-2.87374092445199
119,-999,-1.2733043224967
44,-1035,0.0752371370161969
33,-1068,-0.389721460406367
99,-590,-1.51512958808705
25,-546,-1.20273431095746
68,-681,-0.443056253355167
132,11,-1.37479561649035
56,-123,-0.209412027411218
18,-201,-0.181822496085243
51,182,0.0192211357518442
96,279,-0.281904679190713
115,324,-0.816371916655269
127,551,-0.854198092666325
57,838,0.51062918815467
70,543,-0.443484416837196
113,914,0.0779655512794061
50,1281,-1.42827303830134
135,1126,0.568920441389136
179,-1345,-3.80151243579942
215,-1449,-4.19563804364298
188,-1292,-3.8469689950875
189,-945,-1.64655899168328
168,-860,-1.11290871134572
174,-1017,-3.35580146399192
227,-460,-0.11306286542535
195,-691,-0.891197645610706
236,-592,1.63759524515566
273,34,1.65303872430974
209,-267,-0.302041812529782
285,-30,1.44957500367225
184,138,-0.148061659864119
240,149,0.894444234222039
202,168,0.182786556617227
207,698,0.910435604094914
208,544,-1.22699980167481
169,890,0.560030147549265
212,1240,0.0433129962234821
171,942,1.0831583291223
283,1215,1.31646620808534
405,-1475,23.6977547362053
406,-1344,23.4740127525962
437,-1465,29.1265183916191
443,-749,30.012799081996
313,-1083,0.474022390505131
395,-852,21.4274318533044
378,-351,19.5909643925536
338,-373,7.96630983585224
436,-346,31.1804671445118
341,-36,8.36353274092695
408,-185,26.334710985017
399,-108,23.6839883928436
388,379,20.6756118686156
419,258,27.7992501419087
361,458,13.5586289147112
408,546,26.8979047060799
431,791,28.5910592066158
361,627,13.0626319269615
391,1194,22.9464928044058
374,1054,17.0934381792351
352,993,10.5218865713565
472,-1339,30.8095079060601
541,-1151,30.802907752417
516,-1206,31.5533779685069
531,-739,33.0871392117268
541,-724,32.8020368758385
592,-936,22.2613698993871
517,-307,32.9675671901324
543,-650,32.9391812364688
592,-671,23.4221004977936
559,-255,31.1895932259303
591,-90,24.4513987988747
536,17,32.7490993929313
485,110,32.2327359221468
468,264,33.5882396857358
527,473,33.2917120284169
534,809,32.2729081535401
591,621,24.4067383212027
488,838,32.1321084873822
565,1147,31.2204764631794
460,1123,31.8186880994874
519,1132,33.3533138039995
666,-1305,-0.277481346536018
613,-1367,11.9182352864334
733,-1270,-1.56057111493118
734,-722,-1.34145157290366
692,-1026,-1.88601662565767
672,-932,-0.570655998384162
678,-348,-1.24302726708762
609,-346,15.0643361630317
723,-627,-1.75230039767318
721,-29,-0.0360043905507015
664,-254,0.331249337966334
703,-225,-1.98822200400394
615,185,11.9902756437818
648,111,1.96786374764976
689,350,-1.72071900965577
705,760,1.0693402133188
703,638,-0.736389836092968
712,663,-0.54692138379022
723,1031,0.348650862390527
735,1018,0.438086230585384
699,911,0.37180007786418
766,-1378,-2.58216593872542
814,-1114,-2.1674173936888
844,-1408,-3.27511044480188
763,-819,-1.5994349640133
875,-1020,-1.55164889024636
808,-794,-2.26127343802183
847,-306,-1.09430882160529
783,-638,-1.71476313024698
767,-447,-1.97560538556107
801,52,-0.373163381004192
855,-254,-0.664317589805161
851,-108,-0.119848435447398
855,293,-0.980247727110562
776,325,-2.65097013028218
848,336,-1.62258068940272
893,649,-0.834716793138846
824,672,-0.619182971790821
872,657,-1.01949994735838
804,1294,-1.13705648831468
869,932,-0.352679623745064
868,1164,0.327720874211849
937,-1459,-2.46203005754074
912,-1201,-2.36072458645289
932,-1326,-2.58347754991685
962,-775,-0.406277102145139
963,-858,-0.462959626614046
1016,-745,-1.55772139259763
952,-413,0.330911756938405
920,-358,-0.30939270472236
957,-685,-1.15686048206247
1047,-282,-1.45507531244138
963,-80,1.56960438476129
1037,-186,-1.57593909378896
967,221,-0.429067753665452
945,223,-0.249953150414332
931,324,-1.48096751545945
980,518,-0.994787461812761
974,856,-0.360490154025028
1008,893,-0.644771004588486
1006,1145,-1.04133650726588
1005,1199,-0.564648385394147
1027,1201,-0.727141700927627
1084,-1399,-9.34485406078598
1112,-1427,-14.2026343630839
1156,-1149,-21.3040338996453
1107,-733,-11.0042369190115
1059,-742,-4.06295533489758
1177,-1048,-23.8698408644872
1180,-525,-23.8078294929027
1070,-400,-4.37700281482025
1079,-519,-5.30517879124208
1163,-146,-20.0600074342133
1116,26,-13.3481361023334
1140,72,-17.0595867559845
1177,480,-23.2762223088671
1099,180,-9.44964227117889
1107,136,-9.54225843483751
1188,880,-23.7926390286662
1157,671,-20.8707503709014
1120,687,-15.0496838404966
1136,932,-16.8584246319838
1190,1237,-23.4362725553422
1150,923,-19.1684616728936
1272,-1106,-28.4479690177242
1255,-1363,-27.8209333557038
1223,-1242,-27.5486315990672
1295,-769,-26.1487867287427
1226,-1055,-26.3344593752927
1334,-856,-28.2742600617876
1302,-448,-26.1855274880072
1275,-628,-27.7102863873145
1325,-485,-27.9116789060247
1299,-2,-26.0439192560749
1278,19,-25.8572425061314
1240,0,-24.9529721782721
1275,244,-27.7064455634112
1288,368,-26.0468281514306
1290,168,-27.7221880577906
1332,753,-28.1271203015303
1229,693,-26.5277192958564
1214,699,-25.9935257924756
1252,1078,-23.6174608154222
1310,1119,-24.8502335415945
1256,1149,-24.6867679895608
1466,-1368,-40.6399992551912
1484,-1143,-39.9091777332015
1419,-1182,-39.673876877084
1473,-1043,-38.9270052586547
1414,-1052,-37.7551538192885
1368,-1036,-32.8374989182265
1430,-503,-38.2385337361794
1401,-401,-35.6630592515964
1499,-460,-38.5829215023092
1395,-68,-35.9081818572501
1393,-184,-35.244869075736
1465,21,-38.2866980042101
1485,485,-40.7401066372857
1426,394,-38.072849652606
1431,113,-38.2365640228628
1488,730,-41.2515524136135
1406,570,-39.0755913895576
1361,574,-31.5877070136957
1388,1046,-33.7305525001719
1466,986,-38.647329131418
1369,1044,-30.5398796499077
1545,-1427,-40.9120898840656
1582,-1174,-39.8355601926162
1614,-1395,-41.7605463059142
1517,-957,-38.9822888328352
1619,-1041,-39.1840295254559
1547,-915,-39.1564505303842
1541,-658,-38.7950869714066
1632,-595,-39.8736575538503
1564,-555,-38.7290309897951
1552,-257,-38.8352459874161
1643,-52,-39.2496895775559
1549,-275,-39.090537619997
1630,258,-39.6069943648263
1529,371,-39.7735988227358
1596,316,-40.2859571575336
1640,815,-40.7503653059028
1605,864,-40.5975754376826
1515,557,-41.1045835600393
1541,1241,-37.7761975897485
1575,1132,-39.3479735561766
1619,1183,-39.9281574878201
1772,-1347,-50.6599231888187
1700,-1459,-42.2417614585114
1679,-1146,-40.6842996946412
1757,-895,-43.8623275310162
1765,-982,-47.5226588437436
1685,-771,-39.6926295516438
1696,-584,-39.0450675911175
1768,-550,-48.5965534069677
1693,-375,-39.4340352741331
1659,-23,-38.7608080857363
1666,-278,-40.0725886087311
1768,-78,-47.7807517294202
1712,111,-40.7307695490935
1726,338,-41.1533628701126
