x_axis,y_axis,z_axis
72,-1265,-1.10368782734252
27,-1189,-0.493349078162602
92,-1013,2.91309789769534
88,-882,1.78838765630555
110,-891,2.11356799399274
40,-661,0.418359481610754
34,-481,0.150291195079036
110,-216,0.426579563374822
60,-423,-0.641068478986875
60,96,-0.410874206232361
109,-42,-0.563897208881386
52,61,-0.279396213062315
45,215,-2.37880386869329
51,489,-0.357939978762706
138,322,-1.14465124934728
113,771,-0.0403006786923285
47,733,0.737560109159347
94,993,-1.12461265325688
31,1296,-0.539028978982827
37,1343,-1.23007727263832
35,1259,0.640529010038616
255,-1308,1.23174524072324
161,-1309,-0.920277046040557
225,-1054,1.13379480235921
178,-933,1.22303997358514
185,-730,0.196711090081843
249,-977,-0.206910379788596
214,-549,0.261964181145376
233,-436,-0.0428383099516086
197,-555,0.0198908740867832
185,-116,-1.00411018515071
299,-47,-0.238864555036309
194,127,0.0417744004530098
261,470,-0.174134503013951
207,281,-1.3157362094126
261,595,-1.23729238683589
210,640,-0.452888544506575
269,618,-1.51292555888145
223,933,-1.05699226944151
198,1011,-0.369832039138089
213,1210,-0.475856915587065
227,1258,-0.841370525164379
346,-1276,2.65814096848751
319,-1372,0.637654924868279
375,-1307,3.84588712239059
326,-906,-0.322404186177685
410,-627,7.84393927782505
428,-797,14.4212930867524
368,-477,1.56763446959837
382,-429,2.04117665384205
439,-533,19.7869934136334
433,84,17.3595624148049
348,-41,0.00778214876064751
343,-158,-0.723750656728071
440,591,19.7225958583728
414,538,6.99120781429155
424,317,11.8340375531847
423,910,12.1668690364674
402,641,4.54800781789894
347,804,0.737387652901137
427,1294,13.3004711167445
358,1278,-0.823893418539369
330,1057,-0.930975029989175
477,-1214,33.6164443207047
592,-1206,32.1387643153277
479,-1052,31.5774478992035
562,-937,32.225919470242
595,-825,28.9284316376522
498,-819,31.9491386990904
580,-567,29.981638744051
480,-434,30.5204582114792
488,-292,29.8705106813828
566,-31,30.5683495717165
505,54,31.2265476310326
469,9,28.5717759069396
556,578,31.3245204105064
573,379,28.5981139910688
489,429,30.8570899335967
596,696,27.4441723448043
548,813,30.8716950609374
486,971,30.6208990234352
515,1346,30.6834677510553
511,1390,30.6313838292841
530,1079,30.5040528390731
676,-1130,12.231731832719
673,-1045,12.094626545547
694,-1008,10.5563532389316
651,-921,14.8943623072802
710,-976,9.69350037819012
627,-920,21.7207069045039
733,-335,9.64881509913567
712,-444,9.60158872232949
709,-253,8.55004410077383
610,150,24.7440773314364
702,112,7.92830816671898
733,77,9.98483927693385
718,536,8.1519551582483
738,433,8.82832305282041
672,466,8.98303381675384
728,736,9.73972844550432
712,704,8.84040424942348
738,866,10.7337600777881
682,1327,9.77005843320902
651,1311,13.8269504464961
730,1218,10.67155325776
784,-1203,20.3369490129869
870,-1188,28.0147754487158
845,-1245,27.0978417613899
871,-645,27.7759936115806
786,-944,21.283469516625
801,-758,24.4696136815122
849,-582,26.9995815166839
794,-544,22.4208899658038
860,-429,27.6004079168799
836,143,25.2484510009958
878,195,26.325192056111
865,117,26.4667605699764
829,481,24.1740208889449
798,535,20.6477287005377
842,503,25.1935757106975
779,802,18.6155140107427
812,776,24.8264592976084
796,672,21.6165300838852
766,1337,14.5865015990834
783,1247,19.9085579906714
775,1284,17.4544484554075
938,-1186,27.0519518470279
910,-1113,29.0154721231952
978,-1173,27.2777344128421
1038,-926,28.3175136536495
954,-755,28.5967365404123
934,-756,28.7796949405895
930,-458,27.6114411852432
932,-305,25.7708578419354
951,-217,26.1394380850524
952,-131,26.3082469626925
937,94,26.6186080768442
1015,169,26.6500811385273
1019,403,25.5833729669317
936,412,25.4391089661656
939,572,26.9216384331012
1006,614,28.0170196263616
940,792,27.7426102836274
923,999,27.0623991091878
945,1274,26.6357938003148
1012,1046,25.5227816220123
973,1223,26.5536011234046
1159,-1323,29.9615973471264
1183,-1112,31.9676383073753
1130,-1204,26.6808250206489
1069,-707,28.3572457062745
1190,-681,32.4116731270914
1124,-734,28.4292777474469
1146,-563,27.1099123788333
1067,-249,26.9944943767658
1073,-378,27.3755952431348
1113,-66,26.1337957654365
1191,-84,32.1747866863039
1107,144,26.5237688877995
1112,547,26.5494306063015
1189,212,32.8688556262262
1164,574,29.076264452657
1189,992,32.9292199101666
1102,979,26.2655924392235
1142,792,27.093001042021
1139,1221,27.2279443094892
1162,1313,30.2504457852603
1102,1027,26.0959935059868
1237,-1343,42.9464734170115
1312,-1023,44.353488670755
1338,-1131,42.8870252952143
1215,-780,38.635382223931
1228,-892,42.3350830675546
1347,-633,43.5158257320833
1338,-226,41.4917046939775
1279,-549,41.2349587377098
1225,-280,38.942109064649
1286,82,44.1846758666732
1288,-129,41.4302666519383
1299,133,44.111055414843
1347,548,42.4347962632463
1210,379,36.1741735655941
1274,277,41.9686519631549
1273,907,42.5908844043087
1329,875,43.8613764853635
1232,640,40.1839034624116
1252,1062,42.2933916021968
1295,1259,42.6129112457445
1280,1385,44.2355738974197
1442,-1001,35.0228974748221
1474,-1181,23.0742015268662
1479,-1008,20.9012519929197
1446,-745,34.5724351420749
1455,-857,30.5949130310487
1463,-951,27.4246110227424
1413,-386,41.1704096368644
1386,-315,40.9991701495678
1404,-353,41.614545133021
1426,-155,39.1809298041108
1378,-118,42.9891316409862
1467,-163,25.7850908499615
1386,559,41.4255351576118
1452,416,33.6739360856735
1360,454,41.9968723441126
1380,913,42.815397002902
1495,738,15.6438666009846
1405,870,40.8074181296423
1419,1188,40.581383349832
1394,1385,41.5898707049558
1415,1335,39.3356619136691
1512,-1216,10.3984869653047
1614,-1343,8.39499823045059
1565,-1115,5.546197838239
1627,-768,4.50148255569971
1546,-941,5.61825237475015
1514,-738,11.7638052078441
1570,-241,6.90966915478313
1547,-538,8.66657513959227
1643,-222,5.25851253939068
1577,-7,7.21888123715344
1513,-77,11.6179637957818
1551,0,7.30723837933964
1552,475,8.10961180489291
1583,328,8.11340953484856
1649,302,7.85588188104184
1566,733,7.49009221370145
1527,815,9.4559933512731
1580,680,7.26260485141717
1644,1243,6.99494791980389
1578,1052,8.39583633702878
1628,1248,7.33361566356417
1696,-1119,4.96322098520319
1684,-1379,8.13276738364459
1697,-1225,5.94131378337484
1677,-902,4.22262036298198
1757,-779,3.67656563660178
1721,-907,3.99675982364034
1734,-592,4.58011876561549
1707,-396,6.43202945187141
1769,-364,7.49112558930814
1766,-87,6.66874127047822
1684,-82,6.87118264449773
1795,-113,6.13594137071592
1742,370,8.38667400918106
1764,512,8.61338253736235
1768,532,8.7974586893524
1787,842,7.56816768043056
1678,757,7.08183933045509
1788,757,9.17110037448813
1722,1332,6.51757887376018
1774,1132,9.19931406444685
1674,1043,7.91668951830523
1843,-1387,5.43794415532321
1887,-1311,4.32590241770886
1838,-1333,3.97138466669169
1929,-765,5.1070340854608
1919,-883,4.48380308758899
1948,-819,6.49731668907815
1832,-375,7.72923067246624
1856,-378,7.73967084032392
1910,-287,8.59222664320503
1831,109,9.37689938821685
1909,75,10.582416565094
1838,78,9.64417775758108
1883,384,10.24738474997
1831,448,9.33632897884752
1869,354,10.0753305724218
1878,635,9.10711409367053
1861,719,8.07417290031325
1851,892,8.26023007225902
1950,1165,10.7245894368744
1939,1261,9.54518722424356
1915,1325,10.0548839021034
2079,-1314,15.1362536018597
