x_axis,y_axis,z_axis
89,-1300,1.08484853301357
63,-1370,0.964348445079804
143,-1071,-1.38718768741734
96,-623,-3.54197977003858
111,-876,-1.21888573801939
118,-978,-1.791912806108
93,-226,-3.06312428100669
138,-362,-2.84005505538827
43,-244,-2.85567094814761
130,-10,-2.1050155965603
96,-92,-0.867186736221392
102,136,-0.285497406542808
49,302,-1.19646152854679
66,570,0.515332714211174
17,322,-1.47629153514558
97,702,1.04591345339608
10,836,-0.628079078821664
33,664,-1.65432212092724
99,1093,-1.17968639366199
147,1009,-0.059456871792065
90,1338,0.38302329869029
165,-1350,2.35562413237363
220,-1365,1.36701003391397
286,-1194,-10.9570956926318
185,-826,-1.2898036531041
295,-665,-15.4684630861172
172,-672,-2.00338584828214
283,-454,-14.5438463675449
270,-532,-10.1386800199114
171,-549,-3.33466901787294
300,49,-16.8610240184359
204,-22,-1.69012312298653
240,-46,-4.72025718464922
233,291,-1.52087361413196
212,510,2.78835510788175
281,438,-9.74616629777579
159,851,1.53670974317396
172,996,-0.304641324098516
227,694,1.39139298680223
230,1042,-1.27270373396853
259,1031,-5.0823205015473
212,1021,-0.606608634081703
406,-1382,-15.8163236057193
392,-1174,-17.321881678022
356,-1112,-18.806110102611
356,-972,-19.5014785452781
310,-724,-17.8327218789662
395,-821,-18.5758532854128
398,-265,-18.6376090944721
311,-479,-19.5571109980721
344,-471,-21.3118621000762
404,-172,-18.4060106908158
368,52,-19.6269508831884
424,-127,-15.7034568422736
445,289,-8.43938945013001
389,511,-15.2841083373585
338,524,-16.8789975590832
316,821,-15.5591242935904
426,808,-11.8078993692839
388,814,-15.3492863108245
385,1031,-17.741420857663
397,1383,-16.5310011472288
368,1164,-18.1440133089227
550,-1160,4.68410754652062
553,-1185,5.13318500342409
491,-1180,1.99961176606437
537,-667,2.90817025592544
508,-911,2.18958037520848
510,-659,1.20108349513248
531,-289,3.18712736420184
560,-422,1.47541328855911
591,-296,0.202118368142649
517,28,3.29660607365841
589,128,1.57554316734725
518,162,3.26482841047228
466,238,-4.23376044726872
543,406,6.69886590551568
551,266,4.48925610681701
562,748,7.36949358047648
543,626,6.70570813952118
519,739,6.37939449040908
575,1122,5.24147980392919
470,1224,-2.76534960134742
521,1150,5.17680870191256
660,-1192,-16.6601734800467
639,-1120,-11.7270010510992
642,-1137,-12.9640454892389
658,-970,-15.0089090079274
624,-795,-7.53621203024503
694,-718,-19.7866010639506
627,-289,-9.81656623180454
